0;27;24;13;46;1;23;23;16;24;21;18;37;32;2;19;2;30;48;14;30;5;24;50;47;41;42;44;14;48;9;28;6;36;13;2;4;29;39;47;10;46;42;47;48;25;28;3;24;45;49;12;14;9;45;23;23;23;6;40;49;33;13;13;43;37;16;39;7;5;44;39;41;35;4;41;26;8;27;47;26;36;8;34;38;46;17;26;3;49;1;23;42;49;14;36;12;10;37;23;
27;0;24;8;40;37;45;28;33;41;14;29;28;49;14;6;25;35;1;32;49;38;14;40;44;20;36;14;35;24;44;46;49;41;8;50;18;49;32;10;42;1;33;31;45;40;28;39;20;36;29;10;20;17;7;23;33;31;2;30;39;31;26;3;9;4;40;17;13;27;40;23;1;35;35;16;21;17;47;15;47;39;49;37;39;19;40;36;28;4;49;14;23;38;48;28;16;2;18;13;
24;24;0;19;30;14;2;26;48;36;15;2;17;33;46;18;2;10;42;46;8;26;26;14;3;33;42;8;3;16;2;19;14;39;2;30;49;43;37;8;27;28;1;19;31;35;32;15;15;37;47;24;42;39;30;12;37;29;39;16;49;5;26;4;20;44;31;31;42;46;25;16;11;45;37;24;5;2;5;41;28;2;30;15;26;22;21;25;9;1;43;9;32;3;7;18;22;14;13;6;
13;8;19;0;16;1;22;31;8;9;35;19;20;9;40;28;28;33;23;19;11;31;34;38;37;29;33;3;8;36;24;26;28;42;32;48;39;1;44;9;23;20;31;37;7;36;22;8;50;41;32;9;29;40;34;43;1;40;24;49;28;27;15;20;3;24;47;37;24;18;35;2;31;12;14;31;5;35;37;26;33;35;46;42;16;50;4;21;7;2;40;6;15;7;26;16;14;36;29;39;
46;40;30;16;0;25;13;27;17;30;41;49;43;46;5;45;22;19;11;9;42;21;7;43;35;4;43;25;3;32;12;42;27;48;12;16;50;50;11;43;6;46;27;29;5;30;20;6;22;43;4;31;43;27;2;43;24;19;25;27;35;26;11;12;17;21;43;34;22;45;5;39;27;44;34;42;29;35;13;10;33;6;12;3;49;10;7;15;49;38;3;20;26;12;44;35;30;36;21;7;
1;37;14;1;25;0;32;24;29;48;44;34;24;30;25;48;30;20;30;3;15;22;41;18;38;39;18;48;6;3;2;11;48;32;9;3;12;5;7;16;7;32;31;38;35;12;50;15;41;12;23;16;33;50;24;24;5;30;50;46;50;12;16;33;35;42;23;11;5;45;18;38;21;44;31;29;23;44;36;37;12;25;48;1;15;28;38;14;6;49;37;13;37;32;37;32;19;11;15;4;
23;45;2;22;13;32;0;18;5;7;31;18;1;7;2;35;11;42;37;38;50;4;44;48;2;5;45;18;14;38;15;35;31;39;40;25;17;29;27;27;12;31;17;41;21;27;45;46;44;33;48;5;20;5;1;18;26;22;45;33;49;32;4;25;45;28;50;27;3;41;48;26;14;18;6;8;30;16;1;29;33;14;43;30;34;37;7;21;47;25;5;38;40;20;43;5;34;29;45;38;
23;28;26;31;27;24;18;0;36;35;19;1;20;5;21;22;48;6;45;15;15;41;49;32;25;27;4;1;10;42;43;2;38;2;13;49;29;38;25;41;16;5;47;35;9;50;47;34;48;37;37;3;14;37;43;6;15;33;45;42;14;10;3;17;37;15;4;23;22;18;50;46;49;6;28;22;34;4;33;25;10;42;24;39;8;23;19;42;45;27;16;14;30;47;34;19;41;8;7;16;
16;33;48;8;17;29;5;36;0;33;44;35;38;12;30;30;28;8;12;29;25;26;49;8;22;15;38;27;48;47;27;42;30;12;22;1;11;23;46;15;8;12;11;38;31;3;17;22;41;28;25;37;12;41;17;28;3;25;8;50;46;27;30;46;6;41;1;49;19;14;22;22;29;44;49;46;29;6;47;4;33;31;12;29;34;43;27;12;42;30;14;10;50;5;17;25;31;39;11;28;
24;41;36;9;30;48;7;35;33;0;18;49;10;41;34;15;37;24;40;20;34;38;35;7;42;25;20;47;34;20;20;28;18;8;35;28;49;3;26;3;24;50;7;35;35;20;8;44;34;3;39;26;45;29;4;31;50;1;36;49;4;21;33;38;35;28;1;43;38;44;2;45;24;32;30;28;31;33;19;31;13;26;5;22;1;40;18;48;7;42;45;15;1;14;23;36;37;15;17;37;
