0;40;10;49;26;4;1;6;3;45;26;43;33;50;40;30;26;30;23;39;34;26;25;44;49;17;46;27;14;30;8;1;31;12;40;25;27;44;2;15;19;42;7;5;3;48;47;29;43;11;38;40;42;38;25;49;49;37;10;42;14;7;7;22;18;11;2;43;3;4;33;33;34;36;34;31;47;28;33;10;43;25;31;38;47;16;2;36;34;40;15;8;27;38;49;49;22;20;8;22;
40;0;40;34;41;5;35;38;34;39;39;36;33;37;29;19;38;29;28;15;6;9;10;21;8;42;28;31;44;21;37;14;28;2;9;10;34;12;50;3;45;34;7;42;31;24;48;1;12;9;28;33;2;7;50;18;36;35;31;18;7;10;24;39;5;12;2;12;19;14;35;5;30;34;8;18;23;38;49;6;47;1;9;26;20;43;37;48;49;20;24;32;23;9;46;44;37;48;8;19;
10;40;0;4;32;37;7;48;12;45;8;12;40;16;14;28;21;40;14;36;13;45;23;3;28;2;30;2;50;3;36;30;45;47;21;44;5;13;41;28;48;44;40;6;13;16;43;13;40;5;1;23;17;10;37;31;32;2;39;46;19;10;19;4;50;15;2;30;4;47;45;3;44;41;20;24;26;49;34;36;27;50;30;10;43;20;37;21;15;9;30;21;36;27;50;49;6;25;34;41;
49;34;4;0;8;13;24;15;50;1;49;39;39;8;21;1;45;3;20;41;16;16;38;1;17;5;19;14;44;35;8;17;49;23;37;8;41;42;35;3;46;34;47;41;9;40;14;11;46;17;49;1;36;38;12;32;12;18;37;22;19;19;22;13;20;34;30;38;10;35;45;49;6;17;9;9;6;2;24;20;49;20;42;13;21;20;20;45;7;9;26;12;45;9;39;3;50;43;7;12;
26;41;32;8;0;35;38;14;15;45;17;22;37;23;25;15;35;24;16;18;44;39;49;42;17;9;34;39;24;35;17;23;8;41;20;17;39;13;11;40;46;25;45;20;39;3;28;12;50;38;31;16;50;40;14;10;23;45;6;16;38;8;5;9;21;48;41;13;48;46;27;18;11;17;21;3;10;23;47;13;10;45;21;32;18;45;14;23;39;50;26;28;46;24;36;33;13;22;47;20;
4;5;37;13;35;0;17;33;10;43;34;49;36;12;27;50;4;14;25;27;12;46;19;31;34;49;28;33;6;12;14;48;44;2;33;22;6;44;37;23;19;20;4;10;7;6;22;29;39;20;2;37;48;41;31;41;26;7;16;37;12;23;15;7;28;22;41;7;30;18;43;1;41;11;28;32;3;44;12;8;29;25;50;24;13;48;20;12;48;29;7;31;12;7;29;15;1;36;30;36;
1;35;7;24;38;17;0;21;50;15;2;41;44;4;49;32;44;20;36;50;1;1;5;19;17;46;30;11;44;37;4;40;28;18;35;30;16;1;13;6;46;24;18;35;2;3;1;44;8;39;32;24;38;26;42;30;35;7;6;44;11;19;13;30;25;1;4;9;19;34;50;32;11;18;33;15;37;25;24;12;5;37;1;44;46;48;23;20;35;20;40;29;19;34;3;34;35;46;12;19;
6;38;48;15;14;33;21;0;33;32;50;42;19;18;10;12;4;31;34;16;39;17;40;21;31;3;47;12;35;30;49;1;47;40;12;39;37;36;17;42;47;17;3;20;12;23;1;11;13;8;46;16;20;37;39;12;39;15;48;42;24;36;40;19;7;45;13;33;17;28;47;21;18;45;14;41;22;33;9;28;24;18;10;30;48;12;15;14;35;42;14;6;16;23;24;15;42;48;43;41;
3;34;12;50;15;10;50;33;0;7;45;6;37;21;11;47;36;15;19;17;36;4;19;45;22;19;16;24;10;38;2;39;44;17;42;22;5;38;29;10;21;34;20;24;40;28;23;16;12;13;5;24;23;39;44;22;6;36;31;28;12;21;38;17;15;45;47;41;47;16;8;1;46;24;23;25;40;45;29;37;1;4;39;5;34;41;6;34;36;10;32;28;48;27;2;45;23;36;11;37;
45;39;45;1;45;43;15;32;7;0;10;27;8;10;16;41;28;30;13;11;24;37;12;4;26;1;34;20;3;41;18;43;39;47;24;12;21;17;23;26;43;26;5;11;18;28;9;21;21;10;23;16;50;35;11;44;26;11;40;1;46;44;20;21;5;13;42;7;30;41;23;8;13;2;3;41;17;20;32;11;2;28;24;24;44;26;20;15;37;8;36;13;35;7;38;27;11;31;45;32;
26;39;8;49;17;34;2;50;45;10;0;24;15;13;48;19;45;46;41;14;6;15;19;47;34;8;46;6;3;6;32;47;26;34;2;39;28;39;22;22;22;48;25;25;3;18;47;27;33;22;27;32;29;5;39;7;38;35;36;11;36;4;30;47;36;17;18;49;39;38;8;25;47;12;24;42;16;10;27;10;6;3;8;11;28;12;13;44;5;36;5;32;23;27;4;3;18;39;39;14;
43;36;12;39;22;49;41;42;6;27;24;0;16;28;50;22;43;39;33;25;25;4;38;37;3;10;21;27;1;28;16;4;9;26;42;9;40;45;30;15;21;10;23;47;1;48;39;47;5;30;46;10;36;5;34;34;13;50;34;45;9;28;41;9;46;38;25;25;27;5;47;34;10;47;36;29;25;7;37;47;29;35;32;29;11;50;11;44;19;1;36;20;32;11;32;31;26;10;2;32;
33;33;40;39;37;36;44;19;37;8;15;16;0;3;45;38;18;44;21;15;8;20;5;25;14;10;27;35;2;24;16;23;20;39;43;10;37;5;40;24;38;11;42;40;18;5;41;3;8;28;35;28;1;37;33;22;28;49;44;24;7;27;6;6;40;27;29;47;46;41;41;20;25;27;40;4;5;18;14;35;36;22;48;38;5;11;18;13;31;34;14;35;24;23;15;29;40;35;3;43;
50;37;16;8;23;12;4;18;21;10;13;28;3;0;29;40;38;40;50;1;18;13;7;44;13;26;12;3;41;31;44;8;16;29;17;42;3;1;11;19;9;19;26;5;43;17;42;13;17;27;3;30;28;27;15;50;42;4;48;41;4;9;24;27;3;11;19;42;35;41;13;5;4;16;15;31;14;29;17;10;29;14;3;28;34;40;43;46;15;33;30;34;36;34;50;12;2;39;46;35;
40;29;14;21;25;27;49;10;11;16;48;50;45;29;0;20;8;5;17;31;4;35;16;38;37;44;15;44;50;8;28;44;23;31;29;4;15;33;27;44;28;8;37;2;16;15;13;45;34;8;32;46;37;27;7;29;10;30;23;11;7;31;45;25;25;26;25;17;19;4;47;26;38;43;8;36;2;50;37;42;5;19;4;48;23;26;21;13;18;10;18;44;9;42;24;6;10;14;34;8;
