0;45;27;40;14;22;8;34;43;43;6;48;16;17;4;31;20;4;17;49;26;14;21;3;49;23;40;39;3;39;42;16;4;7;39;42;37;41;35;4;30;42;9;25;7;3;34;13;23;39;
45;0;34;33;26;31;38;43;27;16;48;40;50;19;20;26;35;50;17;46;39;21;15;21;35;2;16;8;5;50;36;22;2;18;21;36;49;3;17;18;48;1;25;4;23;41;14;42;50;46;
27;34;0;31;20;46;18;34;13;43;25;24;22;31;19;38;34;50;42;8;32;37;46;50;4;25;36;38;7;35;30;17;34;36;25;8;27;42;50;13;4;46;6;44;26;22;9;37;16;4;
40;33;31;0;2;14;2;36;46;43;16;2;27;49;13;50;3;31;48;46;47;34;38;22;1;10;43;25;25;5;1;33;27;24;18;29;27;48;27;4;6;23;24;48;50;25;10;15;28;50;
14;26;20;2;0;26;19;7;23;45;27;20;26;39;24;39;9;33;3;5;46;17;21;36;13;14;31;47;49;46;28;16;25;5;30;46;40;27;36;18;43;20;27;47;21;33;11;12;31;29;
22;31;46;14;26;0;46;14;20;42;14;50;21;49;50;8;21;12;17;47;39;21;10;39;5;2;28;43;13;12;27;43;26;4;4;13;24;18;47;34;9;19;1;8;28;1;6;43;6;48;
8;38;18;2;19;46;0;27;35;46;26;3;29;31;14;32;22;10;25;41;34;16;38;10;45;34;12;8;16;25;30;1;7;50;6;5;10;30;30;2;42;8;35;3;7;21;22;36;3;21;
34;43;34;36;7;14;27;0;32;48;22;10;37;10;47;13;37;49;45;29;49;7;48;24;26;1;45;8;44;33;2;20;21;36;10;15;8;15;28;44;36;14;43;15;20;37;28;15;12;17;
43;27;13;46;23;20;35;32;0;48;16;5;43;3;12;43;32;8;15;9;10;18;35;35;23;28;42;41;22;45;5;14;47;43;49;15;8;2;19;37;10;31;3;34;17;49;44;39;24;7;
43;16;43;43;45;42;46;48;48;0;16;33;35;8;4;18;42;23;29;3;45;24;7;33;2;12;28;18;6;2;20;45;1;43;10;40;16;39;17;32;38;12;21;29;6;34;49;33;17;17;
6;48;25;16;27;14;26;22;16;16;0;7;7;50;16;24;1;26;5;13;45;42;44;34;15;34;46;31;3;16;27;37;37;23;29;47;5;29;15;12;33;43;50;13;39;48;20;13;24;12;
48;40;24;2;20;50;3;10;5;33;7;0;42;1;39;18;19;8;41;8;44;14;27;2;10;26;12;29;40;9;29;41;27;18;15;45;29;1;50;33;4;17;34;41;2;41;11;45;13;2;
16;50;22;27;26;21;29;37;43;35;7;42;0;39;5;21;23;9;13;23;29;45;45;11;43;19;43;16;32;10;9;34;11;19;48;33;48;16;50;14;31;46;41;50;48;26;23;23;3;19;
17;19;31;49;39;49;31;10;3;8;50;1;39;0;32;46;31;3;50;6;11;50;11;22;35;8;46;5;28;42;42;48;2;49;3;45;25;26;41;47;15;40;32;18;37;43;25;36;13;41;
4;20;19;13;24;50;14;47;12;4;16;39;5;32;0;15;17;31;21;6;36;31;30;47;38;6;20;10;2;47;44;49;23;45;39;39;22;29;19;46;18;12;13;41;46;4;37;45;50;6;
31;26;38;50;39;8;32;13;43;18;24;18;21;46;15;0;15;23;31;8;36;23;34;12;9;31;7;32;43;5;38;29;50;20;8;44;6;45;35;17;28;7;24;24;14;32;4;44;9;36;
20;35;34;3;9;21;22;37;32;42;1;19;23;31;17;15;0;39;6;8;10;15;40;49;39;14;32;38;6;50;41;24;44;11;25;47;7;25;46;36;5;13;17;12;14;39;29;17;15;15;
4;50;50;31;33;12;10;49;8;23;26;8;9;3;31;23;39;0;31;23;30;21;28;31;28;34;32;28;26;4;16;18;50;2;32;17;28;36;7;27;19;32;27;45;9;17;50;36;9;38;
17;17;42;48;3;17;25;45;15;29;5;41;13;50;21;31;6;31;0;34;34;48;41;13;22;21;12;40;31;36;44;21;26;3;5;1;22;29;17;39;22;14;7;29;50;34;23;9;9;35;
49;46;8;46;5;47;41;29;9;3;13;8;23;6;6;8;8;23;34;0;44;26;41;38;29;9;11;7;47;40;45;5;8;36;37;38;47;29;23;4;47;21;21;10;28;49;12;7;26;12;
26;39;32;47;46;39;34;49;10;45;45;44;29;11;36;36;10;30;34;44;0;14;36;6;31;11;31;3;24;40;23;36;2;49;40;3;49;43;33;6;49;33;21;11;41;37;30;26;50;3;
14;21;37;34;17;21;16;7;18;24;42;14;45;50;31;23;15;21;48;26;14;0;48;3;44;41;23;2;12;18;40;18;46;16;35;48;1;14;32;1;44;5;41;10;8;38;14;49;44;8;
21;15;46;38;21;10;38;48;35;7;44;27;45;11;30;34;40;28;41;41;36;48;0;44;42;50;16;33;24;34;23;48;36;18;4;33;17;35;25;39;42;12;41;39;43;17;2;43;13;45;
3;21;50;22;36;39;10;24;35;33;34;2;11;22;47;12;49;31;13;38;6;3;44;0;50;27;39;39;28;28;26;5;49;32;33;9;10;5;3;50;33;8;39;49;13;1;20;27;15;9;
49;35;4;1;13;5;45;26;23;2;15;10;43;35;38;9;39;28;22;29;31;44;42;50;0;19;31;12;2;48;47;39;47;5;32;28;45;28;28;20;10;5;49;30;48;34;42;19;23;49;
23;2;25;10;14;2;34;1;28;12;34;26;19;8;6;31;14;34;21;9;11;41;50;27;19;0;3;50;45;33;23;4;40;24;47;9;2;7;19;50;15;7;22;7;10;43;38;13;3;35;
40;16;36;43;31;28;12;45;42;28;46;12;43;46;20;7;32;32;12;11;31;23;16;39;31;3;0;33;5;4;39;17;48;42;4;42;19;17;33;15;18;27;12;46;43;44;11;37;6;11;
39;8;38;25;47;43;8;8;41;18;31;29;16;5;10;32;38;28;40;7;3;2;33;39;12;50;33;0;21;18;40;21;49;3;17;48;26;29;50;21;25;11;37;6;43;48;11;12;50;27;
3;5;7;25;49;13;16;44;22;6;3;40;32;28;2;43;6;26;31;47;24;12;24;28;2;45;5;21;0;30;1;50;23;8;32;18;15;13;18;5;39;43;21;8;45;35;32;36;18;25;
39;50;35;5;46;12;25;33;45;2;16;9;10;42;47;5;50;4;36;40;40;18;34;28;48;33;4;18;30;0;17;24;40;28;35;15;35;36;21;43;48;22;14;8;37;17;4;3;10;22;
42;36;30;1;28;27;30;2;5;20;27;29;9;42;44;38;41;16;44;45;23;40;23;26;47;23;39;40;1;17;0;11;35;11;44;47;35;7;48;29;38;46;25;7;24;4;44;14;40;39;
16;22;17;33;16;43;1;20;14;45;37;41;34;48;49;29;24;18;21;5;36;18;48;5;39;4;17;21;50;24;11;0;7;10;36;42;14;24;48;17;30;30;28;13;17;42;17;10;12;41;
4;2;34;27;25;26;7;21;47;1;37;27;11;2;23;50;44;50;26;8;2;46;36;49;47;40;48;49;23;40;35;7;0;37;19;1;21;37;20;35;17;27;36;8;29;49;32;22;49;24;
7;18;36;24;5;4;50;36;43;43;23;18;19;49;45;20;11;2;3;36;49;16;18;32;5;24;42;3;8;28;11;10;37;0;1;34;4;28;42;19;17;4;18;37;41;24;40;36;50;40;
39;21;25;18;30;4;6;10;49;10;29;15;48;3;39;8;25;32;5;37;40;35;4;33;32;47;4;17;32;35;44;36;19;1;0;22;23;38;14;35;18;46;33;35;39;17;38;14;7;1;
42;36;8;29;46;13;5;15;15;40;47;45;33;45;39;44;47;17;1;38;3;48;33;9;28;9;42;48;18;15;47;42;1;34;22;0;37;47;43;11;37;40;25;28;18;41;29;6;19;24;
37;49;27;27;40;24;10;8;8;16;5;29;48;25;22;6;7;28;22;47;49;1;17;10;45;2;19;26;15;35;35;14;21;4;23;37;0;18;39;44;29;26;24;33;2;15;19;43;10;42;
41;3;42;48;27;18;30;15;2;39;29;1;16;26;29;45;25;36;29;29;43;14;35;5;28;7;17;29;13;36;7;24;37;28;38;47;18;0;23;48;9;29;3;18;11;41;50;29;7;15;
35;17;50;27;36;47;30;28;19;17;15;50;50;41;19;35;46;7;17;23;33;32;25;3;28;19;33;50;18;21;48;48;20;42;14;43;39;23;0;36;17;27;40;45;3;21;33;36;49;20;
4;18;13;4;18;34;2;44;37;32;12;33;14;47;46;17;36;27;39;4;6;1;39;50;20;50;15;21;5;43;29;17;35;19;35;11;44;48;36;0;44;10;30;19;46;4;50;15;19;15;
30;48;4;6;43;9;42;36;10;38;33;4;31;15;18;28;5;19;22;47;49;44;42;33;10;15;18;25;39;48;38;30;17;17;18;37;29;9;17;44;0;14;33;50;8;17;25;38;14;49;
42;1;46;23;20;19;8;14;31;12;43;17;46;40;12;7;13;32;14;21;33;5;12;8;5;7;27;11;43;22;46;30;27;4;46;40;26;29;27;10;14;0;9;1;8;47;36;8;5;2;
9;25;6;24;27;1;35;43;3;21;50;34;41;32;13;24;17;27;7;21;21;41;41;39;49;22;12;37;21;14;25;28;36;18;33;25;24;3;40;30;33;9;0;42;15;22;16;30;46;36;
25;4;44;48;47;8;3;15;34;29;13;41;50;18;41;24;12;45;29;10;11;10;39;49;30;7;46;6;8;8;7;13;8;37;35;28;33;18;45;19;50;1;42;0;29;37;2;39;50;47;
7;23;26;50;21;28;7;20;17;6;39;2;48;37;46;14;14;9;50;28;41;8;43;13;48;10;43;43;45;37;24;17;29;41;39;18;2;11;3;46;8;8;15;29;0;9;16;22;39;50;
3;41;22;25;33;1;21;37;49;34;48;41;26;43;4;32;39;17;34;49;37;38;17;1;34;43;44;48;35;17;4;42;49;24;17;41;15;41;21;4;17;47;22;37;9;0;17;13;32;34;
34;14;9;10;11;6;22;28;44;49;20;11;23;25;37;4;29;50;23;12;30;14;2;20;42;38;11;11;32;4;44;17;32;40;38;29;19;50;33;50;25;36;16;2;16;17;0;11;34;5;
13;42;37;15;12;43;36;15;39;33;13;45;23;36;45;44;17;36;9;7;26;49;43;27;19;13;37;12;36;3;14;10;22;36;14;6;43;29;36;15;38;8;30;39;22;13;11;0;35;2;
23;50;16;28;31;6;3;12;24;17;24;13;3;13;50;9;15;9;9;26;50;44;13;15;23;3;6;50;18;10;40;12;49;50;7;19;10;7;49;19;14;5;46;50;39;32;34;35;0;17;
39;46;4;50;29;48;21;17;7;17;12;2;19;41;6;36;15;38;35;12;3;8;45;9;49;35;11;27;25;22;39;41;24;40;1;24;42;15;20;15;49;2;36;47;50;34;5;2;17;0;
